category,product,star,comments
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,ok
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,oke
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,sạc rất oce nhanh
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,4,cap sài ok
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,ok
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,bạn nhân viên tốt
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,sản phẩm dùng rất tốt
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,hza is the one who wants it for me and the kids will have a good
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,tốt
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,tốt
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,ok
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,4,tốt
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,sạc vào ổn định bền
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,hài lòng sp
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,tot lam
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,tốt
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,ok
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,tốt xài ngon ạ
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,ok
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,good
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,phục vụ tuyệt vời
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,4,sản phẩm dùng ok
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,sạc nhanh tốt cho ip xs max nhưng nóng máy nhân viên giao hàng nhiệt tình vui vẻ
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,3,sạc chậm lắm
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,tốt
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,1,lúc mới mua thì nó sạc bình thường mấy ngày sau có khi không càng sạc thì càng sụt pin 
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,4,dùng kèm củ 25w của samsung thấy cũng nhanh chân lightning hơi lỏng rút ra cắm lại luôn thì ko nhận sạc mà phải để 1 lúc tiền nào của đấy thôi
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,2,dúng được 3 ngày đầu ổn định sau đó lỏng lẻo sạc ko vào điện nhảy chập chờn liên tục mình muốn đc bảo hành đổi sản phẩm 
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,dây sạc nhanh xài tốt như quảng cáo về chất liệu làm dây an toàn và bền bĩ nhựa dẻo
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,4,hàng tốt dùng ok 
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,hàng mới dùng ok không biết thời gian thế nào bảo hành 1năm ok cứ cho 5 sao viết ít quá không cho gửi phải viết cho nhiều 
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,1,mua rất ít dùng bị lỗi định đi đổi gặp giãn cách giờ hết thời gian luôn dây tệ quá 
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,2,mới mua đc 1 tuần đã k dùng đc nữa quá tệ bên bạn đọc đc thì nên hỗ trợ đổi mới cho khách
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,1,giây này quá tệ đã đổi 2 lần nhưng vẩn vậy tình trạng là đầu lightning rất lỏng lẻo cắm vào nhiều khi nó không ăn điện mình sẽ không dùng thương hiệu này nữa
cap-dien-thoai,cap-type-c-lightning-2m-xmobile-cl-pd01-2000-den,5,rất tốt tuyệt vời luôn
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,3,kén cục sạc nha sạc cục được cục không trong khi cục ngta sài bth k hư mấy dây khác sài được
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,tốt
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,3,lúc trước mua thì cắm một hai lần thì nó báo sạc pin nhanh còn đợt này mua cũng loại dây đấy như chắc loại dây mới ra này chắc ko như dây cũ dều ko báo sạc pin nhanh giờ cắm đi cắm lại chẳng bao giờ nó báo sạc pin nhanh
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,good 
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,hài lòng
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,ok
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,ok dùng được
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,1,chân sạc lỏng lét đụng nhẹ là rơi ra
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,dây sạc của mình hiện tại không sạc được nữa tgdd kiểm tra giúp mình xem còn bảo hành không ạ sdt xxxx361011
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,tốt
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,tốt trong tầm giá
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,tốt
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,dùng bền sạc nhanh giá rẻ
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,đẹp rẻ rất đáng mua
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,oke lém
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,sản phẩm tốt nhân viên giao hàng nhanh
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,1,sài 2 ngày hư
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,giao hàng nhanh chóng nv lịch thiệp 
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,sạc nhanh 
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,3,sạt lúc vào lúc không đang sd thử tiếp xem như thế nào
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,ok
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,ok
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,sản phẩm sạc ổn định
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,dây sạc rất chắc chắn
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,sạc nhanh vô giá hợp lí
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,5,lên pin nhanh
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,1,sạc chậm chờn lúc được lúc ko
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,1,sạc được mấy lần giờ cám vào cóc sạc zin apple thì ko vào lun cóc anker thì vào kiểu nhấp nhả nhấp nhả tệ thực sự
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,1,trong phần mô tả nói có thể sao chép dữ liệu nhưng cắm dây sạc vô thì nó không thể truyền dữ liệu được 
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,3,cáp sạc bán có cái bị lỗi nhân viên bảo cục trong khi thử cáp khác vẫn bình thường
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,1,giới thiệu thì nói đầu ra 9v 2a nhưng hàng nhận được chỉ có 5v 3a chứ không có 9v 3a lừa đảo à shop
cap-dien-thoai,cap-type-c-lightning-1m-xmobile-cl-pd01-1000-den,4,phù hợp sạc dự phòng tài nghệ 5s cũ sắc xmobile sẽ mua thêm cũ sắc cũ để dũng khí có hàng tgdd
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,5,dây này mjk dùng đc hơn 1 năm rồi rất tốt và đã mua thêm dây nữa
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,5,tôi đang dùng rất tốt sẽ giới thiệu bạn bè và người thân khi họ cần 
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,4,ok
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,1,mới dùng dc mấy tháng đã sạc ko vào điện ko rõ nguyên nhân có dc đổi trả hay ko
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,5,cáp chắc chắn chất lượng sạc nhanh
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,5,dùng 3 năm mới gọi là cũ thôi 
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,5,phục vụ tốt nhân viên đê thương nhiệt tình ạ
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,5,ok
cap-dien-thoai,cap-type-c-lightning-mfi-2m-mbest-ds948-wb-xanh,5,dịch vụ tốt
