category,product,star,comments
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,ok
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,1,dùng 1 tuần là khg sạc được a đã mang trả lại ch và trả phí đổi trả theo quy định 
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,dùng rất ok
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,hàng đsd nhưng còn mới đẹp rất tiết kiệm
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,ok
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,1,mang tiếc sạc nhanh mà vào chậm kinh khủng sạc như kiểu sạc thường ip 13 pro max mà 3 tiếng đồng hồ mới đầy trong khi đó sạc nhanh chính hãng cũng chỉ mất 1 5 tiếng đồng hồ quá thất vọng khuyên mọi người không nên mua
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,xài tốt ok
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,1,không ổn
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,ok
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,ngon bổ rẻ
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,rất tốt
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,nhỏ gọn và tốt
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,rất tốt
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,sp tốt
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,rat tot
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,sản phẩm rất tốt
adapter-sac,adapter-type-c-pd-20w-anker-powerport-nano-a2633,5,tốt
